Tarih      Saat      Enlem(N)  Boylam(E) Derinlik(km)  MD   ML   Mw    Yer                                             Çözüm Niteliği
2022.10.13 07:31:20  34.7722   25.3477       10.9      -.-  2.5  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.13 04:32:58  36.9790   27.3752       12.4      -.-  1.5  -.-   GOKOVA KORFEZI (AKDENIZ)                          İlksel
2022.10.13 04:26:59  37.9717   29.1915        9.1      -.-  2.0  -.-   KURTLUCA-(DENIZLI)                                İlksel
2022.10.13 02:39:27  37.0717   28.4843        9.0      -.-  1.8  -.-   CICEKLI-ULA (MUGLA)                               İlksel
2022.10.13 02:09:23  34.5872   29.0240       83.3      -.-  4.4  -.-   AKDENIZ                                           İlksel
2022.10.13 02:07:52  37.3352   36.2308        1.4      -.-  2.5  -.-   BAHADIRLI-KADIRLI (OSMANIYE)                      İlksel
2022.10.13 02:04:24  37.2970   36.2927       10.0      -.-  3.9  3.9   CERCIOGLU-DUZICI (OSMANIYE)                       İlksel
2022.10.13 01:11:50  36.5315   28.7257       16.4      -.-  1.5  -.-   AKDENIZ                                           İlksel
2022.10.13 01:06:59  38.4123   39.0885        7.7      -.-  1.6  -.-   KAMISLIK-SIVRICE (ELAZIG)                         İlksel
2022.10.13 00:55:47  40.5123   33.0075        6.8      -.-  1.7  -.-   OZLU-ORTA (CANKIRI)                               İlksel
2022.10.13 00:38:13  38.4705   39.3077        5.0      -.-  1.7  -.-   SIVRICE (ELAZIG)                                  İlksel
2022.10.12 23:51:39  36.5873   28.9480       15.2      -.-  1.7  -.-   FETHIYE KORFEZI (AKDENIZ)                         İlksel
2022.10.12 23:49:39  37.8127   26.9680       11.4      -.-  1.5  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.12 23:01:09  38.4373   39.1597        8.4      -.-  2.3  -.-   KAVAKKOY-SIVRICE (ELAZIG)                         İlksel
2022.10.12 22:48:46  39.0537   29.4358        5.6      -.-  1.9  -.-   ESKIGEDIZ-GEDIZ (KUTAHYA)                         İlksel
2022.10.12 22:38:31  34.8532   27.2995        5.0      -.-  2.9  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.12 22:12:33  36.9415   27.8712        5.0      -.-  1.5  -.-   GOKOVA KORFEZI (AKDENIZ)                          İlksel
2022.10.12 22:09:42  36.1417   30.5648        5.0      -.-  1.7  -.-   AKDENIZ                                           İlksel
2022.10.12 19:48:16  35.5820   26.5677        4.6      -.-  2.7  -.-   AKDENIZ                                           İlksel
2022.10.12 19:43:01  35.4393   26.8363        8.4      -.-  2.8  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.12 19:35:26  37.9728   27.1635        4.7      -.-  2.3  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.12 19:31:07  35.5800   26.6088        3.9      -.-  3.2  -.-   AKDENIZ                                           İlksel
2022.10.12 18:52:59  38.4890   32.0292        5.4      -.-  2.1  -.-   BUYUKOBA-ILGIN (KONYA)                            İlksel
2022.10.12 18:20:03  37.9705   27.1360        5.0      -.-  2.2  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.12 18:15:35  34.1243   24.2338        9.4      -.-  3.1  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.12 17:09:26  39.8915   33.3048        0.0      -.-  1.5  -.-   EDIGE-ELMADAG (ANKARA)                            İlksel
2022.10.12 17:05:10  37.4468   27.6840        0.0      -.-  2.0  -.-   GOLDERE-MILAS (MUGLA)                             İlksel
2022.10.12 16:11:12  39.4868   26.2705       11.9      -.-  2.5  -.-   KURUOBA-AYVACIK (CANAKKALE)                       İlksel
2022.10.12 16:00:34  37.3340   36.3417       18.5      -.-  1.7  -.-   GUMUS-DUZICI (OSMANIYE)                           İlksel
2022.10.12 15:34:04  40.0205   27.0155        3.2      -.-  1.4  -.-   CEKICLER-CAN (CANAKKALE)                          İlksel
2022.10.12 15:25:17  36.4612   26.8675        7.9      -.-  2.2  -.-   AKDENIZ                                           İlksel
2022.10.12 15:07:01  39.4790   31.5782        0.0      -.-  1.7  -.-   BOGURTLEN-SIVRIHISAR (ESKISEHIR)                  İlksel
2022.10.12 14:24:07  37.9185   26.9398        5.1      -.-  1.9  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.12 13:45:22  38.4873   39.2777        8.6      -.-  2.2  -.-   BEKCITEPE-SIVRICE (ELAZIG)                        İlksel
2022.10.12 13:40:22  38.5200   32.0503        5.4      -.-  1.7  -.-   BUYUKOBA-ILGIN (KONYA)                            İlksel
2022.10.12 13:40:06  39.2647   27.7157        0.0      -.-  1.7  -.-   KOZLUOREN-SOMA (MANISA)                           İlksel
2022.10.12 12:50:50  37.0875   27.9683        0.0      -.-  1.5  -.-   PINARKOY-MILAS (MUGLA)                            İlksel
2022.10.12 12:40:14  37.2595   31.8485        0.0      -.-  2.0  -.-   MADENLI-SEYDISEHIR (KONYA)                        İlksel
2022.10.12 12:18:05  39.8193   32.5693        1.6      -.-  2.3  -.-   SINCAN (ANKARA)                                   İlksel
2022.10.12 12:07:24  34.9617   25.7815        1.0      -.-  2.6  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.12 11:19:14  39.7363   25.5045        5.4      -.-  2.3  -.-   EGE DENIZI                                        İlksel
2022.10.12 10:24:23  37.0455   28.9405        6.4      -.-  2.2  -.-   OTMANLAR-KOYCEGIZ (MUGLA)                         İlksel
2022.10.12 10:01:09  39.1213   27.5733        0.0      -.-  1.4  -.-   DEREKOY-SOMA (MANISA)                             İlksel
2022.10.12 09:21:00  35.5810   25.7955       18.2      -.-  2.2  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.12 09:08:40  36.5865   28.7623       24.8      -.-  1.6  -.-   DALAMAN ACIKLARI-MUGLA (AKDENIZ)                  İlksel
2022.10.12 08:19:11  37.3933   36.2260        9.6      -.-  1.7  -.-   DURMUSSOFULAR-KADIRLI (OSMANIYE)                  İlksel
2022.10.12 07:33:04  37.7480   25.9342        1.8      -.-  1.6  -.-   ONIKI ADALAR (AKDENIZ)                            İlksel
2022.10.12 07:25:50  37.2577   35.9475        5.0      -.-  1.6  -.-   TOZLU-KADIRLI (OSMANIYE)                          İlksel
2022.10.12 07:21:21  37.0450   28.5288       11.7      -.-  0.9  -.-   KARABOGURTLEN-ULA (MUGLA)                         İlksel
2022.10.12 07:07:04  37.3010   36.3752        3.9      -.-  2.0  -.-   FARSAK-DUZICI (OSMANIYE)                          İlksel
2022.10.12 06:54:47  37.3140   36.2650        5.2      -.-  1.9  -.-   CERCIOGLU-DUZICI (OSMANIYE)                       İlksel
2022.10.12 06:53:08  37.2903   36.2715        5.6      -.-  1.9  -.-   KARATEPE-KADIRLI (OSMANIYE)                       İlksel
2022.10.12 06:28:59  37.3992   36.8532        6.3      -.-  1.2  -.-   TURKOGLU (KAHRAMANMARAS)                          İlksel
2022.10.12 05:47:35  39.5615   26.1357       14.9      -.-  1.7  -.-   TUZLA-AYVACIK (CANAKKALE)                         İlksel
2022.10.12 05:36:04  38.9485   29.2197        5.3      -.-  2.3  -.-   INCEGIZ-SAPHANE (KUTAHYA)                         İlksel
2022.10.12 05:23:27  40.6477   32.7572        6.6      -.-  2.3  -.-   YAGCIHUSEYIN-KIZILCAHAMAM (ANKARA)                İlksel
2022.10.12 05:14:40  37.2935   36.4005        5.0      -.-  1.2  -.-   FARSAK-DUZICI (OSMANIYE)                          İlksel
2022.10.12 04:53:39  37.2987   36.2715        5.0      -.-  1.6  -.-   CERCIOGLU-DUZICI (OSMANIYE)                       İlksel
2022.10.12 04:32:00  38.7400   25.2017        5.5      -.-  1.7  -.-   EGE DENIZI                                        İlksel
2022.10.12 04:12:40  39.4272   40.5777       18.4      -.-  1.2  -.-   YESILGOL-YEDISU (BINGOL)                          İlksel
2022.10.12 03:36:31  37.3397   36.2973        4.7      -.-  1.2  -.-   CERCIOGLU-DUZICI (OSMANIYE)                       İlksel
2022.10.12 02:10:28  37.9708   27.1920        5.2      -.-  1.9  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.12 02:08:17  38.8757   27.3170       13.7      -.-  2.0  -.-   SUNGULLU-(MANISA)                                 İlksel
2022.10.12 00:21:51  40.6980   31.6585        5.1      -.-  1.5  -.-   CAMYAYLA-(BOLU)                                   İlksel
2022.10.12 00:13:40  37.3395   36.3907       15.6      -.-  1.5  -.-   YESILKOY-DUZICI (OSMANIYE)                        İlksel
2022.10.12 00:06:43  37.3060   36.3810        4.8      -.-  1.6  -.-   BAYINDIRLI-DUZICI (OSMANIYE)                      İlksel
2022.10.11 23:25:34  37.4573   36.9532        5.4      -.-  2.1  -.-   KOCALAR-(KAHRAMANMARAS)                           İlksel
2022.10.11 23:14:43  39.0883   29.1727       10.4      -.-  1.6  -.-   BASKONAK-SIMAV (KUTAHYA)                          İlksel
2022.10.11 22:40:16  37.3323   36.2553        7.6      -.-  2.0  -.-   BAHADIRLI-KADIRLI (OSMANIYE)                      İlksel
2022.10.11 22:39:47  38.2793   25.7567        9.2      -.-  1.2  -.-   EGE DENIZI                                        İlksel
2022.10.11 21:52:05  37.0537   29.3125       28.0      -.-  1.4  -.-   GOKCEYAKA-CAMELI (DENIZLI)                        İlksel
2022.10.11 21:46:08  37.3217   36.2113        6.6      -.-  2.1  -.-   KIZYUSUFLU-KADIRLI (OSMANIYE)                     İlksel
2022.10.11 21:20:52  40.8135   42.7978        5.0      -.-  1.7  -.-   KUCUKALTINBULAK-GOLE (ARDAHAN)                    İlksel
2022.10.11 20:27:37  40.8862   30.9055        6.9      -.-  2.0  -.-   TASLIK-CUMAYERI (DUZCE)                           İlksel
2022.10.11 20:23:48  37.2773   36.2298        6.1      -.-  2.6  -.-   KARATEPE-KADIRLI (OSMANIYE)                       İlksel
2022.10.11 19:45:26  37.4077   36.9523        9.0      -.-  1.5  -.-   NEVRUZLU-(KAHRAMANMARAS)                          İlksel
2022.10.11 19:34:44  38.3318   38.8040        8.7      -.-  2.2  -.-   CANAKCI-KALE (MALATYA)                            İlksel
2022.10.11 19:12:23  36.0750   36.0262        6.0      -.-  2.2  -.-   COGURLU-SAMANDAG (HATAY)                          İlksel
2022.10.11 19:10:33  37.2660   36.3657        5.5      -.-  2.2  -.-   ATALAN-DUZICI (OSMANIYE)                          İlksel
2022.10.11 18:52:55  37.3278   36.2433        5.0      -.-  2.8  -.-   BAHADIRLI-KADIRLI (OSMANIYE)                      İlksel
2022.10.11 18:48:46  37.3148   36.3045       11.2      -.-  5.0  4.9   CERCIOGLU-DUZICI (OSMANIYE)                       İlksel
2022.10.11 18:01:43  39.9148   24.0477        8.7      -.-  2.4  -.-   YUNANISTAN                                        İlksel
2022.10.11 17:41:28  37.3005   36.3090       14.3      -.-  2.0  -.-   PIRSULTANLI-DUZICI (OSMANIYE)                     İlksel
2022.10.11 17:25:01  38.3833   39.1588        3.7      -.-  1.6  -.-   USLU-SIVRICE (ELAZIG)                             İlksel
2022.10.11 16:36:22  40.6655   29.1470       11.6      -.-  2.0  -.-   KORU-CINARCIK (YALOVA)                            İlksel
2022.10.11 15:07:47  39.7468   26.0245        6.7      -.-  2.6  -.-   ODUN ISKELE ACIKLARI-CANAKKALE (EGE DENIZI)       İlksel
2022.10.11 14:47:07  36.1250   33.5307        0.0      -.-  1.2  -.-   YANISLI-GULNAR (MERSIN)                           İlksel
2022.10.11 14:32:18  40.4045   33.8965       26.7      -.-  1.6  -.-   YUKARIALAGOZ-KIZILIRMAK (CANKIRI)                 İlksel
2022.10.11 14:29:03  41.1253   33.9087        2.7      -.-  1.3  -.-   DEREBERCIN-(KASTAMONU)                            İlksel
2022.10.11 14:14:31  36.2483   33.7668        0.0      -.-  1.3  -.-   AKDERE-SILIFKE (MERSIN)                           İlksel
2022.10.11 14:13:26  37.6217   29.2605        0.0      -.-  1.3  -.-   SERINHISAR (DENIZLI)                              İlksel
2022.10.11 12:51:47  39.8303   28.9138       15.2      -.-  1.9  -.-   DURHASAN-BUYUKORHAN (BURSA)                       İlksel
2022.10.11 12:43:03  39.4582   31.5833        0.0      -.-  1.3  -.-   BOGURTLEN-SIVRIHISAR (ESKISEHIR)                  İlksel
2022.10.11 12:02:47  37.9748   28.7403        5.2      -.-  1.5  -.-   BUHARKENT (AYDIN)                                 İlksel
2022.10.11 11:01:13  37.3650   29.6748       10.3      -.-  1.8  -.-   SAZAK-TEFENNI (BURDUR)                            İlksel
2022.10.11 10:10:10  37.3515   36.2662        5.0      -.-  1.9  -.-   BAHADIRLI-KADIRLI (OSMANIYE)                      İlksel
2022.10.11 09:45:43  37.1643   30.5670        9.4      -.-  1.7  -.-   KOVANLIK-DOSEMEALTI (ANTALYA)                     İlksel
2022.10.11 09:32:50  40.1680   29.5063        5.5      -.-  2.2  -.-   SUNGURPASA-INEGOL (BURSA)                         İlksel
2022.10.11 09:17:17  40.1685   29.5205        5.6      -.-  1.8  -.-   BOGAZKOY-INEGOL (BURSA)                           İlksel
2022.10.11 09:01:06  37.0702   30.5475        2.6      -.-  2.5  -.-   YAGCA-DOSEMEALTI (ANTALYA)                        İlksel
2022.10.11 07:40:32  37.0695   28.4302        7.9      -.-  1.4  -.-   YESILOVA-ULA (MUGLA)                              İlksel
2022.10.11 07:28:51  37.1380   28.9090       11.5      -.-  1.6  -.-   ESENLER-BEYAGAC (DENIZLI)                         İlksel
2022.10.11 06:54:48  35.9758   27.0625        6.7      -.-  1.9  -.-   AKDENIZ                                           İlksel
2022.10.11 06:31:01  38.5082   45.0245        5.0      -.-  3.2  3.4   IRAN                                              İlksel
2022.10.11 05:56:54  37.6537   27.1585        6.6      -.-  1.2  -.-   DOGANBEY-SOKE (AYDIN)                             İlksel
2022.10.11 05:42:15  35.9298   29.9328       14.0      -.-  2.0  -.-   AKDENIZ                                           İlksel
2022.10.11 05:02:12  36.8887   27.6437       12.6      -.-  1.1  -.-   GOKOVA KORFEZI (AKDENIZ)                          İlksel
2022.10.11 03:39:43  35.1255   26.8887        5.0      -.-  2.1  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.11 03:38:24  37.8740   26.9113        3.5      -.-  1.5  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.11 03:37:11  40.5010   42.8663       28.8      -.-  1.5  -.-   OLUKLU-SELIM (KARS)                               İlksel
2022.10.11 03:28:55  37.9013   27.1308       10.1      -.-  1.3  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.11 03:03:45  39.9227   42.2745        8.4      -.-  1.7  -.-   YESILOZ-HORASAN (ERZURUM)                         İlksel
2022.10.11 02:53:32  38.7038   44.0663       14.1      -.-  1.5  -.-   MEHMETALAN-OZALP (VAN)                            İlksel
2022.10.11 02:41:29  40.6905   30.5880       15.6      -.-  1.5  -.-   HARMANLI-KARAPURCEK (SAKARYA)                     İlksel
2022.10.11 02:23:31  40.7145   42.8003       26.1      -.-  1.5  -.-   TOPTAS-GOLE (ARDAHAN)                             İlksel
2022.10.11 01:36:54  40.5363   33.9400        9.1      -.-  2.2  -.-   ALTINLI-(CANKIRI)                                 İlksel
2022.10.11 01:05:31  40.2158   31.8253        9.1      -.-  1.7  -.-   SARIAGIL-BEYPAZARI (ANKARA)                       İlksel
2022.10.11 00:30:16  37.2102   28.3675        6.5      -.-  3.1  3.1   MUGLA (MUGLA)                                     İlksel
2022.10.11 00:15:13  37.0463   28.9473        8.3      -.-  1.7  -.-   OTMANLAR-KOYCEGIZ (MUGLA)                         İlksel
2022.10.11 00:13:34  37.0725   33.5745        5.0      -.-  2.0  -.-   GUCLER-(KARAMAN)                                  İlksel
2022.10.11 00:00:42  35.5028   26.6805        7.2      -.-  2.9  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.10 23:22:42  39.6895   38.1360        5.0      -.-  2.6  -.-   YUNOREN-IMRANLI (SIVAS)                           İlksel
2022.10.10 23:22:31  37.8958   27.6017        5.4      -.-  2.0  -.-   DAGKARAAGAC-GERMENCIK (AYDIN)                     İlksel
2022.10.10 23:09:06  34.1520   26.1962        5.0      -.-  2.9  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.10 23:00:05  36.4507   29.4982       26.9      -.-  2.5  -.-   CAMLIKOY-KAS (ANTALYA)                            İlksel
2022.10.10 22:19:02  35.4407   23.3363       21.1      -.-  2.4  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.10 21:35:54  39.2775   27.9085        9.6      -.-  3.0  -.-   DEMIRTAS-KIRKAGAC (MANISA)                        İlksel
2022.10.10 21:24:15  35.3048   23.2447        6.1      -.-  2.2  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.10 21:13:33  37.9265   26.9207        5.4      -.-  2.0  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.10 21:09:35  37.9068   30.5842        3.3      -.-  2.1  -.-   BAYAT-ATABEY (ISPARTA)                            İlksel
2022.10.10 20:44:53  40.8385   42.7923       11.5      -.-  1.8  -.-   BALCESME-GOLE (ARDAHAN)                           İlksel
2022.10.10 20:43:35  34.3443   26.6902       12.7      -.-  2.5  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.10 20:29:58  35.1198   23.6132       23.2      -.-  2.1  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.10 20:20:45  34.9157   23.2678       25.5      -.-  2.6  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.10 19:50:18  38.4980   45.0388        5.0      -.-  4.0  4.1   IRAN                                              İlksel
2022.10.10 19:23:17  35.5455   26.6553        8.2      -.-  2.7  -.-   AKDENIZ                                           İlksel
2022.10.10 19:18:02  36.8385   29.1830        0.0      -.-  1.5  -.-   SOGUTLU-FETHIYE (MUGLA)                           İlksel
2022.10.10 17:42:16  35.9978   31.0028       16.0      -.-  3.1  3.1   AKDENIZ                                           İlksel
2022.10.10 17:28:28  38.5160   45.0435        5.0      -.-  2.3  -.-   IRAN                                              İlksel
2022.10.10 17:11:19  34.8652   24.1928        3.0      -.-  2.9  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.10 17:10:28  39.1518   29.0817        6.0      -.-  1.6  -.-   SOGUT-SIMAV (KUTAHYA)                             İlksel
2022.10.10 16:24:18  39.8128   28.8347        7.6      -.-  1.7  -.-   AKTAS-BUYUKORHAN (BURSA)                          İlksel
2022.10.10 16:18:05  36.1395   33.5703        0.0      -.-  0.8  -.-   BUYUKECELI-GULNAR (MERSIN)                        İlksel
2022.10.10 16:13:38  37.6107   26.7722        9.2      -.-  2.5  -.-   EGE DENIZI                                        İlksel
2022.10.10 16:07:28  37.3568   36.1933        5.0      -.-  3.8  3.6   YUKARICIYANLI-KADIRLI (OSMANIYE)                  İlksel
2022.10.10 15:37:14  38.2563   45.4785        7.3      -.-  4.3  4.3   IRAN                                              İlksel
2022.10.10 15:13:48  36.0612   33.6658       14.4      -.-  1.8  -.-   YESILOVACIK ACIKLARI-MERSIN (AKDENIZ)             İlksel
2022.10.10 13:57:11  40.4497   29.3525        0.0      -.-  1.1  -.-   ORNEKKOY-ORHANGAZI (BURSA)                        İlksel
2022.10.10 12:35:39  35.9612   24.0057       31.7      -.-  3.5  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.10 12:29:37  41.1512   26.5553        0.0      -.-  1.8  -.-   KURTBEY-UZUNKOPRU (EDIRNE)                        İlksel
2022.10.10 12:29:25  40.7792   32.3730        5.3      -.-  1.7  -.-   ERTUGRULKOY-GEREDE (BOLU)                         İlksel
2022.10.10 11:25:25  38.8828   43.3968       12.9      -.-  2.7  -.-   KUMLUCA-(VAN)                                     İlksel
2022.10.10 11:13:43  36.9570   27.8332        2.1      -.-  1.9  -.-   GOKOVA KORFEZI (AKDENIZ)                          İlksel
2022.10.10 10:52:07  39.1513   29.1022        6.5      -.-  1.8  -.-   SOGUT-SIMAV (KUTAHYA)                             İlksel
2022.10.10 09:10:55  37.0755   28.4473        4.0      -.-  2.5  -.-   YESILOVA-ULA (MUGLA)                              İlksel
2022.10.10 08:38:53  39.2010   28.9590       10.5      -.-  2.1  -.-   HAMZABEY-SIMAV (KUTAHYA)                          İlksel
2022.10.10 08:35:45  39.1308   29.0197        5.1      -.-  2.1  -.-   HACIAHMETOGLU-SIMAV (KUTAHYA)                     İlksel
2022.10.10 05:19:02  38.8565   27.6385        6.0      -.-  2.6  -.-   YENIOSMANIYE-SARUHANLI (MANISA)                   İlksel
2022.10.10 04:54:31  38.8802   27.6818       12.6      -.-  1.4  -.-   MECIDIYE-AKHISAR (MANISA)                         İlksel
2022.10.10 04:28:56  40.7367   42.7825       17.6      -.-  1.8  -.-   KUYTUCA-GOLE (ARDAHAN)                            İlksel
2022.10.10 03:24:37  38.6742   43.1545       26.3      -.-  1.7  -.-   MOLLAKASIM-(VAN)                                  İlksel
2022.10.10 03:08:06  38.9282   43.5732       11.8      -.-  1.2  -.-   CAKIRBEY-(VAN)                                    İlksel
2022.10.10 02:55:53  38.7332   43.4605        5.5      -.-  2.6  -.-   YEMLICE-(VAN)                                     İlksel
2022.10.10 01:33:48  41.4197   25.9377        5.0      -.-  1.6  -.-   YUNANISTAN                                        İlksel
2022.10.10 00:16:49  34.4513   25.7337       14.1      -.-  3.2  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.09 23:14:22  39.2688   27.6375        8.2      -.-  1.6  -.-   HECIZ-SOMA (MANISA)                               İlksel
2022.10.09 22:56:47  36.9155   28.2347       68.0      -.-  1.8  -.-   YESILBELDE-MARMARIS (MUGLA)                       İlksel
2022.10.09 21:46:15  40.1733   28.2015       11.2      -.-  2.0  -.-   SULTANIYE-KARACABEY (BURSA)                       İlksel
2022.10.09 21:44:36  40.1807   28.2037        6.6      -.-  2.6  -.-   SULTANIYE-KARACABEY (BURSA)                       İlksel
2022.10.09 20:54:12  38.3783   45.2018        5.2      -.-  2.4  -.-   IRAN                                              İlksel
2022.10.09 20:43:26  40.2768   42.8848       25.3      -.-  1.6  -.-   TUNCKAYA-KAGIZMAN (KARS)                          İlksel
2022.10.09 20:43:26  37.1690   27.3283        2.1      -.-  1.6  -.-   GULLUK KORFEZI (EGE DENIZI)                       İlksel
2022.10.09 20:16:44  38.3675   39.1382       12.4      -.-  1.4  -.-   USLU-SIVRICE (ELAZIG)                             İlksel
2022.10.09 20:02:11  37.6985   27.8002       13.6      -.-  1.5  -.-   GOZKAYA-KOCARLI (AYDIN)                           İlksel
2022.10.09 19:51:22  36.8370   29.1902        0.0      -.-  1.8  -.-   SOGUTLU-FETHIYE (MUGLA)                           İlksel
2022.10.09 19:45:00  38.5278   44.9865        5.0      -.-  2.8  -.-   IRAN                                              İlksel
2022.10.09 18:57:49  38.4428   43.1078       29.9      -.-  1.3  -.-   VAN GOLU                                          İlksel
2022.10.09 15:47:19  40.1210   27.2210        8.6      -.-  1.0  -.-   YESILKOY-BIGA (CANAKKALE)                         İlksel
2022.10.09 15:41:29  39.5592   25.9773        4.5      -.-  1.2  -.-   GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)          İlksel
2022.10.09 15:38:44  39.6565   26.0800        5.4      -.-  2.3  -.-   TAVAKLI ACIKLARI-CANAKKALE (EGE DENIZI)           İlksel
2022.10.09 14:41:32  40.5502   36.5902        6.9      -.-  1.8  -.-   CANBOLAT-ERBAA (TOKAT)                            İlksel
2022.10.09 13:34:47  39.4812   26.1353       12.1      -.-  1.4  -.-   KOCAKOY-AYVACIK (CANAKKALE)                       İlksel
2022.10.09 13:07:02  40.8642   42.7998       15.0      -.-  1.8  -.-   YAGMUROGLU-GOLE (ARDAHAN)                         İlksel
2022.10.09 12:59:51  40.8708   31.6622        5.4      -.-  2.2  -.-   YESILCELE-(BOLU)                                  İlksel
2022.10.09 12:53:23  38.9695   27.7753        7.8      -.-  1.4  -.-   SULEYMANLI-AKHISAR (MANISA)                       İlksel
2022.10.09 12:49:31  36.2663   33.7055        0.0      -.-  1.2  -.-   ISIKLI-SILIFKE (MERSIN)                           İlksel
2022.10.09 12:29:00  37.3172   31.9382        0.0      -.-  2.0  -.-   SUSUZ-SEYDISEHIR (KONYA)                          İlksel
2022.10.09 12:13:05  40.4593   42.8963       17.9      -.-  1.6  -.-   ASAGIKOTANLI-SELIM (KARS)                         İlksel
2022.10.09 12:08:49  38.4193   25.7545        7.6      -.-  1.6  -.-   EGE DENIZI                                        İlksel
2022.10.09 11:44:23  37.8133   30.6628        5.0      -.-  1.9  -.-   KUCUKHACILAR-(ISPARTA)                            İlksel
2022.10.09 10:57:30  40.8425   42.7892        5.0      -.-  2.1  -.-   BALCESME-GOLE (ARDAHAN)                           İlksel
2022.10.09 09:35:34  40.1600   24.9695       13.0      -.-  1.3  -.-   EGE DENIZI                                        İlksel
2022.10.09 09:02:14  35.1367   24.4380       28.9      -.-  1.7  -.-   GIRIT ADASI (AKDENIZ)                             İlksel
2022.10.09 08:46:37  39.0563   27.5358        0.0      -.-  1.4  -.-   EGNEZ-SOMA (MANISA)                               İlksel
2022.10.09 08:36:42  38.7082   26.5483        6.8      -.-  2.3  -.-   IZMIR KORFEZI (EGE DENIZI)                        İlksel
2022.10.09 08:31:40  37.8477   30.6645        5.0      -.-  2.8  -.-   KUCUKGOKCELI-(ISPARTA)                            İlksel
2022.10.09 08:20:54  37.0872   28.4098        6.2      -.-  1.9  -.-   ULA (MUGLA)                                       İlksel
2022.10.09 08:15:37  35.0052   31.6673       13.3      -.-  2.8  -.-   AKDENIZ                                           İlksel
2022.10.09 08:12:13  35.0700   31.5888       11.8      -.-  2.0  -.-   AKDENIZ                                           İlksel
2022.10.09 08:06:24  39.0632   27.8642        5.3      -.-  1.4  -.-   SELCIKLI-AKHISAR (MANISA)                         İlksel
2022.10.09 07:58:58  37.0778   28.4175        8.7      -.-  1.2  -.-   YESILOVA-ULA (MUGLA)                              İlksel
2022.10.09 07:51:08  34.8365   24.9547        4.7      -.-  1.7  -.-   GIRIT ADASI ACIKLARI (AKDENIZ)                    İlksel
2022.10.09 07:05:48  40.0330   27.8440       12.2      -.-  2.2  -.-   SULEYMANLI-MANYAS (BALIKESIR)                     İlksel
2022.10.09 06:38:35  35.6870   29.1428        5.0      -.-  1.7  -.-   AKDENIZ                                           İlksel
2022.10.09 04:30:27  38.4085   41.2537        2.5      -.-  2.0  -.-   YUCEBAG-SASON (BATMAN)                            İlksel
2022.10.09 04:26:54  37.3145   37.3350        5.0      -.-  1.7  -.-   SEGMENLI-SEHITKAMIL (GAZIANTEP)                   İlksel
2022.10.09 04:22:42  37.8607   27.0592        5.3      -.-  1.7  -.-   KUSADASI KORFEZI (EGE DENIZI)                     İlksel
2022.10.09 04:19:52  40.3315   27.6162        7.3      -.-  1.4  -.-   ERDEK KORFEZI (MARMARA DENIZI)                    İlksel
2022.10.09 03:53:06  37.0720   37.3908        7.1      -.-  1.3  -.-   SAHINBEY (GAZIANTEP)                              İlksel
2022.10.09 03:44:36  36.1888   31.7013       19.3      -.-  1.7  -.-   ANTALYA KORFEZI (AKDENIZ)                         İlksel
2022.10.09 03:31:34  37.0715   28.4093        3.5      -.-  1.2  -.-   YESILOVA-ULA (MUGLA)                              İlksel
2022.10.09 03:10:40  37.0480   28.9005       11.3      -.-  1.3  -.-   OTMANLAR-KOYCEGIZ (MUGLA)                         İlksel
2022.10.09 02:06:06  39.5913   25.9593        8.3      -.-  1.2  -.-   GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)          İlksel
